run_id,target,success,progress_rate,milestones_hit,ttfs_seconds,step_count,cloud_api_calls,cloud_cost_usd,exploit_attempts,successful_exploits,exploit_redundancy_rate,hosts_discovered,services_discovered,cves_mapped,run_start_ts,run_end_ts,duration_seconds
10_129_245_214,10.129.245.214,False,0.5,"[""recon_done"", ""exploit_attempted""]",,16,2,0.0,5,0,0.0,1,1,0,1787138290.851778,1787138656.3369923,365.48521423339844
