run_id,target,success,progress_rate,milestones_hit,ttfs_seconds,step_count,cloud_api_calls,cloud_cost_usd,exploit_attempts,successful_exploits,verified_findings_count,findings_by_category,exploit_redundancy_rate,hosts_discovered,services_discovered,cves_mapped,run_start_ts,run_end_ts,duration_seconds
192_168_0_12,192.168.0.12,True,1.0,"[""recon_done"", ""cve_mapped"", ""exploit_attempted"", ""session_obtained""]",259.4485034942627,4,1,0.0,73,4,31,"{""remote_code_execution"": 27, ""authentication"": 4}",0.0273972602739726,1,23,28,1787165988.8267014,1787170340.9538662,4352.127164840698
